title,details,type,type_id,host,date,time,location,link
A2i Job Search Series,"Accelerate to Industry (A2i) is an industry workforce readiness program for graduate students and postdoctoral researchers developed by the NC State University Graduate School. The program provides students with knowledge, skills, and abilities that establish long-term professional success through a variety of modules that offer networking opportunities, discussion panels, presentations, workshops, team projects, site visits at local companies, and internships.This fall, A2i is presenting a job search series with the following events:Navigating the International Job Search- with Hal Matthews, Associate Director for Global Careers,Duke Career Center- Friday October 6th, 3:00 PM - 4:00 PM, Divinity SchoolWestbrook 0012WBalancing the Job Search in a Tough Market- with Rachel Coleman, Director for Career Development andEducation, Duke Career Center- Wednesday October 18th, 2:00 PM - 3:00 PM, VirtualBoost Your Bargaining Game: A Negotiation Workshop for PhD Students and Postdocs- in partnership with the Duke Career Center & DukeInnovation & Entrepreneurship- with Shep Moyle, Executive Coach and Adjunct Instructor,Fuqua School of Business- Friday October 25th, 5:00 PM - 6:00 PM, Duke I&E Bullpen(Fuqua School of Business)Translating Your Skills for Industry- with Lizzy Huang PhD '17, Quantitative Analytics SeniorManager, Freddie Mac- Wednesday November 1st, 2:00 PM - 3:00 PM, VirtualMore information and registration via the QR code or in Handshake!",Panel/Seminar/Colloquim,5,Career Center,"Wed, Oct 25, 2023",2 PM – 3 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2241795
Stargazing Devils Exec Meeting,Stargazing Devils Exec Meeting,Panel/Seminar/Colloquim,5,Stargazing Devils Astronomy Club,"Tue, Oct 24, 2023",8 PM – 9 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2234394
The History of Hip-Hop,Celebrating the 50th anniversary of hip-hop's creation with a guided discussion on the history of hip-hop and its influence on Black American culture.,Panel/Seminar/Colloquim,5,"Phi Beta Sigma Fraternity, Inc.","Tue, Oct 24, 2023",6 PM – 8:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2220880
MAPS Bookbagging Event,"Come hang out with other pre-medical students and ask questions about bookbagging, such as which classes to add to your schedule, whether your schedule is feasible, and any tips/tricks you want to hear!",Panel/Seminar/Colloquim,5,Minority Association of Pre-Medical Students,"Tue, Oct 24, 2023",5 PM – 6 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2213716
Leadership Development Program,Seminar for new students on leadership development,Panel/Seminar/Colloquim,5,Duke Energy Club,"Mon, Oct 23, 2023",8 PM – 9:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2233971
Leadership Development Program,Seminar for new students on leadership development,Panel/Seminar/Colloquim,5,Duke Energy Club,"Mon, Oct 23, 2023",8 PM – 9:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2233975
Duke Diya Speaker Series 2023,A panel discussion involving 3-4 Duke faculty talking about their research and work in the area of health and environment in South Asian communities.,Panel/Seminar/Colloquim,5,Duke Diya (South Asian Students Association),"Thu, Oct 19, 2023",6 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2229892
Envisioning Urban Futures Conference,"We can only plan for the future we want if we imagine that future in the first place. Join us as we ask scientists, artists, engineers, writers and other experts from across the disciplines to outline the future that they think is most likely — a business as usual future — and then also the better future toward which they are working. In thinking about those better urban futures, scholars will consider beauty, sustainability and livability, among other urban elements. Throughout these presentations a focus will be placed on the recognition that the human story is embedded in the broader story of the living world, one part of a bigger whole.This event will feature a series of short, TED-style talks, as well as poster presentations by faculty, students and staff from around the world at the messy interface between cutting-edge research and big picture thinking. There will also be food and drink, music and artistic interpretations of envisioned urban futures.Food Provided",Panel/Seminar/Colloquim,5,Our Urban Future,"Wed, Oct 18, 2023",6 PM – 9 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2223085
A2i Job Search Series,"Accelerate to Industry (A2i) is an industry workforce readiness program for graduate students and postdoctoral researchers developed by the NC State University Graduate School. The program provides students with knowledge, skills, and abilities that establish long-term professional success through a variety of modules that offer networking opportunities, discussion panels, presentations, workshops, team projects, site visits at local companies, and internships.This fall, A2i is presenting a job search series with the following events:Navigating the International Job Search- with Hal Matthews, Associate Director for Global Careers,Duke Career Center- Friday October 6th, 3:00 PM - 4:00 PM, Divinity SchoolWestbrook 0012WBalancing the Job Search in a Tough Market- with Rachel Coleman, Director for Career Development andEducation, Duke Career Center- Wednesday October 18th, 2:00 PM - 3:00 PM, VirtualBoost Your Bargaining Game: A Negotiation Workshop for PhD Students and Postdocs- in partnership with the Duke Career Center & DukeInnovation & Entrepreneurship- with Shep Moyle, Executive Coach and Adjunct Instructor,Fuqua School of Business- Friday October 25th, 5:00 PM - 6:00 PM, Duke I&E Bullpen(Fuqua School of Business)Translating Your Skills for Industry- with Lizzy Huang PhD '17, Quantitative Analytics SeniorManager, Freddie Mac- Wednesday November 1st, 2:00 PM - 3:00 PM, VirtualMore information and registration via the QR code or in Handshake!",Panel/Seminar/Colloquim,5,Career Center,"Wed, Oct 18, 2023",2 PM – 3 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2237570
Brasa Summit 2023,"The BRASA Summit is an annual event that brings together Brazilian students, professionals and leaders who are making significant differences, not just in Brazil, but around the world. Our purpose is to connect students to the Brazilian reality and discuss critical issues facing the country. Through interactive panels, initiatives, chats and debates, we promote the exchange of experiences and ideas between speakers and students. through initiatives and challanges we want to empower students to be prepared for the job market. BRASA's values, such as creating new opportunities, passion for transformation and commitment to Brazil, are highlighted and put into practice at the BRASA Summit. This year, we are excited to invite you to BRASA Summit 2023, which has ""Legacy"" as its theme. Our main goal is to inspire, develop and connect young people so that they believe in their abilities and are able to achieve what they want to leave as their legacy.",Panel/Seminar/Colloquim,5,Duke Brazilian Student Association ,"Sat, Oct 14, 2023 1:00 PM –","Sun, Oct 15, 2023 1:00 PM EDT (GMT-4)",Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2232771
DMSLC October Meeting,October meeting to discuss fellowship opportunities for MSLs,Panel/Seminar/Colloquim,5,Duke Medical Science Liaison Club,"Thu, Oct 12, 2023",12 PM – 1 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2229553
Stargazing Devils Exec Meeting,Stargazing Devils Exec Meeting,Panel/Seminar/Colloquim,5,Stargazing Devils Astronomy Club,"Tue, Oct 10, 2023",8 PM – 9 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2234393
Hanging with Helpful Humans,"Drop-in chat hosted by Academic Guides in Dollard House, Kilgo Quad. Learn more information about DukeEngage, and get tips/support for applying to programs.",Panel/Seminar/Colloquim,5,Duke Engage,"Tue, Oct 10, 2023",5:30 PM – 6:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2205348
Leadership Development Program,Seminar for new students on leadership development,Panel/Seminar/Colloquim,5,Duke Energy Club,"Mon, Oct 9, 2023",8 PM – 9:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2233959
2023 Undergraduate Research Summit,"Interested in Research? Register for the 2023 Undergraduate Research Summit to learn all about the benefits of undergraduate research, how to get involved, and how to shape your experience. Students across all class years, all majors/topical interests, and levels of research experience are welcome!Please make sure to register via Qualtrics: https://duke.qualtrics.com/jfe/form/SV_b9qMNpzADd7EtTMSummit Schedule:12-1PM: Why Do Undergraduate Research?  & Lunch (French Family Science Center 2231)1:15-2PM: Concurrent Panels and Seminars Part 1How to Land a Lab in the Natural Sciences - 2237 FFSCPersonal Identity in Research - 4233 FFSC2:15PM-3PM: Concurrent Panels and Seminars Part 2Identifying and Building Relationships with Research Mentors - 2237 FFSCEffective Communication and Aligning Expectations with Research Mentors - 4233 FFSC3:15-4PM: Preparing for a Senior Thesis Panel & Locopops! (French Family Science Center 2231)Food Provided",Panel/Seminar/Colloquim,5,Office of Undergraduate Education,"Sat, Oct 7, 2023",12 PM – 4 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2211845
REAL TALK: Life After Duke,"REAL TALK: Life After Duke will be a panel discussion featuring Young Black Alumni who are returning to campus for Homecoming Weekend. Student participants will have the chance to speak with several alumni about various topics, ranging from careers to the ways in which the panelists have maintained their Duke friendships post-graduation.",Panel/Seminar/Colloquim,5,National Pan-Hellenic Council,"Fri, Sep 29, 2023",1 PM – 2 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2138753
Virtual All-Industry Career Fair,"Join us on September 28 from 2:00pm - 6:00pm EST to connect virtually with employers across all industries. This virtual fair provides a great opportunity for employers and students to meet and discuss the organization, interests, and any available or upcoming full-time jobs/internships. Register on Handshake!Please continue to check Handshake for an updated list of employer attendees and their corresponding schedules for 1-on-1 and/or group sessions.",Panel/Seminar/Colloquim,5,Career Center,"Thu, Sep 28, 2023",2 PM – 6 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=2157857
Durham City Council Candidate Forum + Mixer,Meet your local City Council candidates and ask them about their plans for office!File Attachments:,Panel/Seminar/Colloquim,5,Duke Climate Coalition,"Wed, Sep 27, 2023",7 PM – 9 PM EDT (GMT-4),Social Sciences 139,https://dukegroups.com/events/rsvp?id=2217809
Careers in the Triangle: Learning from Local Women in Business,Panel and networking with local organization for women in business.,Panel/Seminar/Colloquim,5,Duke Association for Business Oriented Women,"Tue, Sep 26, 2023",7 PM – 8:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2187697
SPARK Conversation on Affirmative Action,"In June of 2023, the U.S Supreme Court voted to curb affirmative action in higher education. Are you curious about what this could mean for diversity in higher education? For you? If you'd like to learn more about how the ruling impacts Duke and other institutions, join us for our SPARK Conversation on Monday, September 25th at 6pm in Dollard Commons (Kilgo P). Dinner provided for those who register on Duke Groups.Facilitated by Dr. Shruti Desai, Associate Vice President of Student Affairs for Student Engagement, the conversation will be your opportunity to participate in a meaningful discussion and gain a better sense of clarity on this landmark supreme court decision.  Register here: bit.ly/sparkconvoAA",Panel/Seminar/Colloquim,5,Spark,"Mon, Sep 25, 2023",6 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2207340
