title,details,type,type_id,host,date,time,location,link
American Sign Language Lesson,ASL Lessons offered free to Duke students. Weekly Mondays 7-8PM.,Lecture/Talk,4,Duke ASL,"Mon, Oct 16, 2023",7 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2221069
Through the Lens with Abubakr Al-Shamahi: Reporting the Arab Spring and the Events that Followed,"Join us for a discussion with Abubakr Al-Shamahi, world renowned journalist, editor, and expert on Middle Eastern Politics as we discuss his experience reporting on the Arab Spring and the events that unfolded afterwards across the Middle East. Drawing on personal and professional experiences, Mr. Shamahi will touch on the dreams that sparked the Arab Spring and the realities that followed in the years that came after. This is an amazing opportunity for students interested in middle eastern politics and journalism, as he will shed light on the current climate within the middle east politics and journalism environments.",Lecture/Talk,4,Duke Arab Student Organization,"Thu, Oct 12, 2023",6 PM – 7:30 PM EDT (GMT-4),Physics 128,https://dukegroups.com/events/rsvp?id=2188264
Conversation w/ Dr. John Peter DiIulio from UPenn,"Dr. John Perer Dilulio is the James N. Perry Scholar of Philosophy, Politics, and Society in the Program for Research on Religion and Urban Civil Society at the University of Pennsylvania, where he conducts research in political thought, ethics, and action theory.Dr. Dilulio will be speaking about John Stuart Mill's liberalism and its emphasis on human flourishing.",Lecture/Talk,4,Transformative Ideas LLC,"Wed, Oct 11, 2023",6 PM – 9 PM EDT (GMT-4),The Dollard House in Kilgo,https://dukegroups.com/events/rsvp?id=2232207
Society of Duke Fellows - October Research Lunch,"This SDF event is a one-hour research lunch, where graduate students can learn more about other PhD student research in a general-audience setting. Lunch is provided - RSVP required.",Lecture/Talk,4,Society of Duke Fellows,"Wed, Oct 11, 2023",12:30 PM – 1:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2227276
Global Conversations in the Wellness Center,"Come join us for English conversations on cultural perspectives, world news, local events, and more.International and domestic students, scholars, and staff are all welcome! No registration is necessary.Questions? Contact Rene Caputo, r.caputo@duke.edu",Lecture/Talk,4,Student Wellness Center,"Tue, Oct 10, 2023",4 PM – 5 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2135785
Global Education Fair,Join us for Duke's Global Education Fair. Connect with the global education experts and start planning your study away adventure today.,Lecture/Talk,4,Global Education Office,"Tue, Oct 10, 2023",11 AM – 2 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2166219
American Sign Language Lesson,ASL Lessons offered free to Duke students. Weekly Mondays 7-8PM.,Lecture/Talk,4,Duke ASL,"Mon, Oct 9, 2023",7 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2221061
American Sign Language Lesson,ASL Lessons offered free to Duke students. Weekly Mondays 7-8PM.,Lecture/Talk,4,Duke ASL,"Mon, Oct 9, 2023",7 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2221068
Membership Introduction,Learn about the requirements and benefits for membership of Our Urban Future!,Lecture/Talk,4,Our Urban Future,"Mon, Oct 9, 2023",6:30 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2223067
Is Islam the Truth?,"Title: Is Islam the Truth?Join the MSA and Sheikh Suleiman Hani in exploring the evidences for the Qur'an's divine origin and understanding why muslim's believe Islam is the Ultimate Truth. Open to all audiences, muslim and non-muslim and there will be a Q&A where people can ask any related questions.",Lecture/Talk,4,Muslim Students Association,"Fri, Oct 6, 2023",6 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2206636
Global Week 2023,"On behalf of the Student Council, we are happy to invite you to the Global Week seminars! Everyone is welcome - please share the event with your friends, classmates, colleagues, alumni, and all who are interested in learning about global environmental challenges. We are hosting a group of speakers from various backgrounds, including some of our very own professional students! All seminars will be virtual and recorded. Once you register, we will send a calendar invite. In order to accommodate our virtual guests, meeting times are subject to change. Notice will be given to participants.",Lecture/Talk,4,Nicholas School Student Council,"Fri, Oct 6, 2023",3 PM – 5 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2217367
WiT <> Tanium,Partner event with Tanium,Lecture/Talk,4,Women In Technology,"Thu, Oct 5, 2023",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2203016
DukeEngage Webinar for New Students and Families,"DukeEngage is an eight-week immersive summer program that places Duke students in global communities addressing critical social issues.Through DukeEngage, students work with communities to develop solutions and create positive change, guided by Duke faculty and local partnering organizations. Additionally, students participate in critical reflection throughout the summer — unpacking their experiences, learning about the context of their work, and considering why this work matters and what it means for them moving forward. There is no cost for the program; all living and travel expenses are covered.Join us for an upcoming webinar to learn more about applying for DukeEngage and to hear from alums about their DukeEngage experiences!",Lecture/Talk,4,Duke Engage,"Thu, Oct 5, 2023",6 PM – 7 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=2205162
Global Week 2023,"On behalf of the Student Council, we are happy to invite you to the Global Week seminars! Everyone is welcome - please share the event with your friends, classmates, colleagues, alumni, and all who are interested in learning about global environmental challenges. We are hosting a group of speakers from various backgrounds, including some of our very own professional students! All seminars will be virtual and recorded. Once you register, we will send a calendar invite. In order to accommodate our virtual guests, meeting times are subject to change. Notice will be given to participants.",Lecture/Talk,4,Nicholas School Student Council,"Thu, Oct 5, 2023",3 PM – 5 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2217366
Global Week 2023,"On behalf of the Student Council, we are happy to invite you to the Global Week seminars! Everyone is welcome - please share the event with your friends, classmates, colleagues, alumni, and all who are interested in learning about global environmental challenges. We are hosting a group of speakers from various backgrounds, including some of our very own professional students! All seminars will be virtual and recorded. Once you register, we will send a calendar invite. In order to accommodate our virtual guests, meeting times are subject to change. Notice will be given to participants.",Lecture/Talk,4,Nicholas School Student Council,"Wed, Oct 4, 2023",3 PM – 5 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2217365
Global Week 2023,"On behalf of the Student Council, we are happy to invite you to the Global Week seminars! Everyone is welcome - please share the event with your friends, classmates, colleagues, alumni, and all who are interested in learning about global environmental challenges. We are hosting a group of speakers from various backgrounds, including some of our very own professional students! All seminars will be virtual and recorded. Once you register, we will send a calendar invite. In order to accommodate our virtual guests, meeting times are subject to change. Notice will be given to participants.",Lecture/Talk,4,Nicholas School Student Council,"Tue, Oct 3, 2023",3 PM – 5 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2217364
American Sign Language Lesson,ASL Lessons offered free to Duke students. Weekly Mondays 7-8PM.,Lecture/Talk,4,Duke ASL,"Mon, Oct 2, 2023",7 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2221024
The State of Wind,Guest lecture from the Southeastern Wind CoalitionFood Provided,Lecture/Talk,4,Duke Energy Club,"Mon, Oct 2, 2023",6 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2157737
Global Week 2023,"On behalf of the Student Council, we are happy to invite you to the Global Week seminars! Everyone is welcome - please share the event with your friends, classmates, colleagues, alumni, and all who are interested in learning about global environmental challenges. We are hosting a group of speakers from various backgrounds, including some of our very own professional students! All seminars will be virtual and recorded. Once you register, we will send a calendar invite. In order to accommodate our virtual guests, meeting times are subject to change. Notice will be given to participants.",Lecture/Talk,4,Nicholas School Student Council,"Mon, Oct 2, 2023",3 PM – 5 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2217240
SOFC Info Session,"Interested in what an SOFC analyst does? Join us for an informative session to get a clear picture. We'll cover the main responsibilities, skills required, and potential career trajectories. A Q&A with seasoned analysts will follow. Whether you're studying finance or considering a new career avenue, this is your chance to get the facts straight.Food Provided",Lecture/Talk,4,Student Organization Finance Committee,"Thu, Sep 28, 2023",7:30 PM – 8:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2222879
Annual Exhibit Closing Reception,"Before our annual exhibit closes, we would like to gather participating artists, scientists, and the community at Duke, Durham, and beyond, to converse about the art-science interface. Dr. Dan Jay from Tufts University will be our guest speaker to initiate the conversation.Food Provided",Lecture/Talk,4,Art of a Scientist,"Thu, Sep 28, 2023",6 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2165755
UNICEF-Durham Affairs Committee Meeting,Durham Affairs general committee meeting for Fall 2023,Lecture/Talk,4,The UNICEF Club at Duke University,"Tue, Sep 26, 2023",7 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2218261
U Sydney Study Abroad Info Session,Come learn more about studying abroad at the University of Sydney! A staff member from U Sydney will be on campus to share more information and answer questions from Duke students interested in studying in Australia!,Lecture/Talk,4,Global Education Office,"Mon, Sep 25, 2023",2 PM – 3 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2203546
DUMUNC DISCON Joint Info Session,Joint Info Session for DUMUNC and DISCON. Donuts wil lbe provided.,Lecture/Talk,4,Duke International Relations Association (DIRA),"Thu, Sep 21, 2023",6 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2204511
Duke Dems GBM: September 2023,Introductory meeting for Duke Dems' programming for the 23-24 school year. Guest speaker will be Anderson Clayton from the NC Democratic Party.,Lecture/Talk,4,Duke Democrats,"Wed, Sep 20, 2023",7 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2183612
VC 101 Info Session,Scale VC 101 Info Session,Lecture/Talk,4,Scale and Coin,"Wed, Sep 20, 2023",6 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2205573
Catalyst Rush Lightning Talks,"Join us in listening to current members talk about their experiences within a industries like software engineering, product management, fintech, and more!",Lecture/Talk,4,Catalyst,"Tue, Sep 19, 2023",7 PM – 8:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2181001
Global Conversations in the Wellness Center,"Come join us for English conversations on cultural perspectives, world news, local events, and more.International and domestic students, scholars, and staff are all welcome! No registration is necessary.Questions? Contact Rene Caputo, r.caputo@duke.eduChanged to Room 144 for 9/19",Lecture/Talk,4,Student Wellness Center,"Tue, Sep 19, 2023",4 PM – 5 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2135782
