title,details,type,type_id,host,date,time,location,link
English Conversation Club,"English Conversation Club returns to DISC on Monday, January 23rd for its weekly sessions!┬á We look forward to seeing you there.┬á The Duke International Student Center is located on the second floor of Bay 5 in Smith Warehouse.┬á It's easiest to find us by entering through the Bay 4 or 6 doors on Maxwell Ave. Paid parking is available on the corner of S. Buchanan/Maxwell and there is free city parking in the vicinity.",Social,2,Duke International Student Center,"Mon, Jan 23, 2023",5:30 PM – 6:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1983996
KUSA Lunar New Year,Come celebrate the Lunar New Year with us!,Social,2,Korean Undergraduate Student Association,"Sun, Jan 22, 2023",4 PM – 6 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1954618
BOW Exec Meeting,This is a weekly meeting venue for Duke BOW's executive board.,Social,2,Duke Association for Business Oriented Women,"Sun, Jan 22, 2023",12:30 PM – 5:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1649109
Weekly Sunday Bagel Brunch with Jewish Life at Duke,"Join Jewish Life at Duke for a weekly Sunday morning bagel brunch! Every Sunday from 11am-1pm, join us at the Freeman Center for Jewish Life for coffee, bagels, and casual time to hang out and meet new friends. Find us in the upstairs lobby area or downstairs patio depending on the weather. Feel free to stay after to study in our lounge, library, classroom, or lobby. Whether you've ever been to a Jewish Life at Duke event or not, all are welcome!No registration required, drop by anytime between 11am-1pm.Food Provided",Social,2,Jewish Life at Duke,"Sun, Jan 22, 2023",11 AM – 1 PM EST (GMT-5),The Freeman Center for Jewish Life,https://dukegroups.com/events/rsvp?id=1757304
Devils After Dark: Lunar New Year Grocery Bingo,Join Devils After Dark for a memorable bingo moment in GADU and the opportunity to win Lunar New Year themed snacks and prizes! :),Social,2,Devils After Dark,"Sat, Jan 21, 2023",9 PM – 11 PM EST (GMT-5),Gilbert-Addoms Down Under (GADU),https://dukegroups.com/events/rsvp?id=1968996
Duke AIV - Lunar New Year Celebration,Celebrating the Lunar New Year holiday by enjoying holiday food from different cultures and learning about identity in the community.,Social,2,Duke InterVarsity Christian Fellowship,"Sat, Jan 21, 2023",5 PM – 10 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1944084
Math Trivia Night,We are hosting a trivia event with questions on the history of mathematics,Social,2,The Lyceum,"Sat, Jan 21, 2023",3 PM – 4:30 PM EST (GMT-5),Physics 128,https://dukegroups.com/events/rsvp?id=1975662
Chinese New Year Dumpling Night,"Our Chinese New Year is coming up next Sunday. As the Chinese Student Association, we want to host a dumpling night for all Chinese students to celebrate the festival together.",Social,2,Duke Chinese Student Association,"Fri, Jan 20, 2023",6 PM – 9 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1973223
International Student & Scholar Welcome Back,"Join the Duke International Student Center on Friday, January 20 for food trucks, fun, and to mingle. Meet us on Campus Dr. (East Campus) to meet new people and welcome back our international students and scholars.Food Provided (Food Trucks)",Social,2,Duke International Student Center,"Fri, Jan 20, 2023",5:30 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1955032
E-Social,Check @dukeesg on instagram for info or email esgduke@gmail.com.,Social,2,Engineering Student Government,"Fri, Jan 20, 2023",5 PM – 6:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1827458
Drag 101 Kickback,"Come watch RuPaul's Drag Race, learn how to put on drag makeup, and enjoy Insomnia Cookies! Feel free to bring your own makeup/brushes/equipment!Food Provided",Social,2,Center for Sexual and Gender Diversity,"Fri, Jan 20, 2023",4 PM – 6 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1972914
Duke Cyber: Paint Night,"We are having a fun, art-filled social event for students in our group",Social,2,Duke Cyber,"Fri, Jan 20, 2023",4 PM – 6 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1932722
Bloom and Blossom,Members of the alpha Kappa Delta Phi will be hosting an informal info session involving arts and crafts.,Social,2,alpha Kappa Delta Phi,"Thu, Jan 19, 2023",7 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1956490
GBM Game Night,"Welcome back, game night for DIRAs General Body.Food and Drink will be provided.",Social,2,Duke International Relations Association (DIRA),"Thu, Jan 19, 2023",7 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1961716
JSU Night Out,"If you are 21+, come join JSU for a night out at Bull City Ciderworks! Hang out with friends and celebrate the end of the semester. Transportation will be provided, please do not drive! Advance registration through the attached form is required. https://forms.gle/Y42nxfG5osYnYbsz9Food Provided (Snacks and other food will be provided. No alcohol will be purchased for students.)",Social,2,Duke Jewish Student Union,"Tue, Dec 5, 2023",8 PM – 10 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250821
ABC Committee Holiday Party,Committee bonding eventFood Provided (holiday foods),Social,2,Black Student Alliance,"Tue, Dec 5, 2023",6:30 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250836
BWU Exec Retreat,A retreat for the Black Women's Union executive board.,Social,2,Black Women's Union,"Sun, Dec 3, 2023",6 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250830
Student Leadership Brunch,Brunch for student leaders to be recognized for FY23,Social,2,Duke Catholic Center (Undergraduate Students),"Sun, Dec 3, 2023",5 PM – 6 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250320
Exec Retreat,Bonding dinner with H4H board members,Social,2,Hearts for the Homeless Durham,"Sun, Dec 3, 2023",5 PM – 6 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250844
December Chew@Few,Few Quad Council's monthly Chew@Few serving holiday food including hot cocoa and churros,Social,2,Few Quad Council,"Sun, Dec 3, 2023",4 PM – 5 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250817
Duke BioByte General Body Meeting,General body meeting of Duke BioByte,Social,2,Duke BioByte,"Sun, Dec 3, 2023",4 PM – 5:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2231862
TRC Practice,This event will be for our beginning of the year climbing practice at Triangle Rock Club in Durham,Social,2,Duke Climbing Club,"Sun, Dec 3, 2023",3 PM – 5 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2199794
Motorsports Annual Go-Karting Social,Annual Go Karting social to get our drivers some track time and to better get to know the full team. Open to non-members who are interested in learning more about Duke University Motorsports,Social,2,Duke Motorsports,"Sun, Dec 3, 2023",1 PM – 4 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250581
Neurocare Student Outreach Meeting,Students who are a part of NeuroCare will brainstorm on-campus mental health advocacy and education initiatives,Social,2,NeuroCare,"Sun, Dec 3, 2023",11:30 AM – 1 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2227330
Weekly Sunday Bagel Brunch,"Come hang out at the Freeman Center on Sunday morning - catch up with friends, and nosh on a bagel (and coffee, of course!). No RSVP necessary - just bring your bagel-loving-self!Food Provided (Bagels, Cream Cheese, Coffee, Orange Juice)",Social,2,Jewish Life at Duke,"Sun, Dec 3, 2023",11 AM – 1 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2182270
Holiday Cabaret,"Come celebrate the holidays with cookies, hot chocolate, and performances!",Social,2,Hoof 'n' Horn,"Sat, Dec 2, 2023",9 PM – 11 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250573
Devils After Dark: Finals Fuel Grocery Bingo,Gear up for finals with some fuel from Devils After Dark's Grocery Bingo!! Play to win an entire tote bag filled with seasonal and traditional treats to get you through your first finals season and winter on campus!!Food Provided,Social,2,Devils After Dark,"Sat, Dec 2, 2023",7 PM – 9 PM EST (GMT-5),Gilbert-Addoms Down Under (GADU),https://dukegroups.com/events/rsvp?id=2249920
Game Night,Casual game night in Trinity arcade/common room. Food provided.Food Provided,Social,2,DukeAFRICA,"Sat, Dec 2, 2023",6 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250693
Duke Anime Watchparty,This will be the last watchparty of the semester for Duke Anime. We'll watch shows recommended by members of the club.,Social,2,Duke Anime Club,"Sat, Dec 2, 2023",6 PM – 8:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250819
Duke Pamilya End of Year Party,"Come hang out with Duke Pamilya as we celebrate the holidays and the end of both the semester and the academic year with Filipino food, snacks, games, and singing!",Social,2,Duke Pamilya: Filipino Students Association,"Sat, Dec 2, 2023",4 PM – 6 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250544
Vertices Winter Social,Meeting of DukeVertices members to network and celebrate the winter season,Social,2,"Vertices, Duke University Journal of Science and Technology","Sat, Dec 2, 2023",4 PM – 5 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250407
Trangout's Day Out,"Trans, non-binary, and gender non-conforming students can join us as we go to the LGBTQ Center of Durham's Trans and GNC Closet, a place where trans and gender non-conforming students can shop for donated gender-affirming clothes and accessories. Everything is free at the Closet and it's a great place to explore clothing and accessories that may be scary to try out in a public setting!",Social,2,Center for Sexual and Gender Diversity,"Sat, Dec 2, 2023",2 PM – 4 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250841
End of Semester Spikeball Tournament,Join us on Baldwin quad for the final tournament of the season,Social,2,Duke Roundnet Club,"Sat, Dec 2, 2023",1 PM – 4 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250608
RCUC Lunch and Gathering,Come enjoy food and community with the Root Causes Undergraduate Coalition over lunch and reflect in-person after a Fresh Produce Program Distribution the maning of service and food security work in the Durham community. Hope to see you there!,Social,2,Root Causes Undergraduate Coalition,"Sat, Dec 2, 2023",11 AM – 1 PM EST (GMT-5),Farmer Foodshare,https://dukegroups.com/events/rsvp?id=2250621
NSBE Holiday Lock-In,Come join NSBE for a relaxing night of holiday fun before finals season! Bring your sleeping bags and pillow and prepare for a long night of food fun and movies!,Social,2,National Society of Black Engineers,"Fri, Dec 1, 2023 9:00 PM –","Sat, Dec 2, 2023 10:00 AM EST (GMT-5)",Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250556
BWU X Collegiate 100 Black Men Game Night,A game night for BWU and 100 Black Men to build community on campus.,Social,2,Duke Collegiate 100 Black Men,"Fri, Dec 1, 2023",6 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250244
